id,title,description,location,domain,required_skills,skill_requirements,job_type,duration,required_languages,posted_date,salary_range,employer_id
job_1681,Sales Manager - Poste Commerce & Vente,Description de l'offre d'emploi 1681 dans le domaine Commerce & Vente,Meknès,Commerce & Vente,"['Merchandising', 'Retail', 'Category Management']","{'Merchandising': 1, 'Retail': 5, 'Category Management': 3}",Temps partiel,1 an,['Français'],2025-04-07,647-1442 MAD/jour,employer_94
job_1682,Responsable Formation - Poste Ressources Humaines,Description de l'offre d'emploi 1682 dans le domaine Ressources Humaines,Kénitra,Ressources Humaines,"['Mobilité Interne', 'Recrutement', 'Développement RH', 'Assessment']","{'Mobilité Interne': 3, 'Recrutement': 3, 'Développement RH': 2, 'Assessment': 2}",Freelance,1 an,"['Anglais', 'Arabe', 'Français']",2025-04-19,639-980 MAD/jour,employer_60
job_1683,QA Engineer - Mission IT & Développement,Description de l'offre d'emploi 1683 dans le domaine IT & Développement,Fès,IT & Développement,"['Data Science', 'WordPress', 'Azure', 'Machine Learning', 'Cybersécurité']","{'Data Science': 5, 'WordPress': 4, 'Azure': 5, 'Machine Learning': 5, 'Cybersécurité': 2}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-03-06,751-854 MAD/jour,employer_94
job_1684,Content Writer - Poste Rédaction & Traduction,Description de l'offre d'emploi 1684 dans le domaine Rédaction & Traduction,Safi,Rédaction & Traduction,"['Subtitling', 'Content Writing', 'German Translation']","{'Subtitling': 2, 'Content Writing': 4, 'German Translation': 1}",Freelance,1 an,"['Anglais', 'Arabe']",2025-04-03,353-1142 MAD/jour,employer_34
job_1685,Art Director - Mission Design & Création,Description de l'offre d'emploi 1685 dans le domaine Design & Création,Marrakech,Design & Création,"['XD', 'Typography', 'Logo Design', 'Comptabilité Générale', 'SAP']","{'XD': 1, 'Typography': 2, 'Logo Design': 5, 'Comptabilité Générale': 2, 'SAP': 2}",Temps plein,1 semaine,"['Arabe', 'Français']",2025-03-13,362-1390 MAD/jour,employer_3
job_1686,Commercial B2B - Poste Commerce & Vente,Description de l'offre d'emploi 1686 dans le domaine Commerce & Vente,Fès,Commerce & Vente,"['Retail', 'Merchandising', 'Négociation', 'Category Management']","{'Retail': 4, 'Merchandising': 3, 'Négociation': 3, 'Category Management': 5}",Temps plein,1 an,"['Arabe', 'Français']",2025-03-09,503-1031 MAD/jour,employer_42
job_1687,Commercial B2C - Mission Commerce & Vente,Description de l'offre d'emploi 1687 dans le domaine Commerce & Vente,Safi,Commerce & Vente,"['CRM', 'Business Development', 'Account Management', 'Field Sales', 'Merchandising', 'Excel Avancé', 'Analyse Financière']","{'CRM': 3, 'Business Development': 4, 'Account Management': 4, 'Field Sales': 5, 'Merchandising': 2, 'Excel Avancé': 3, 'Analyse Financière': 5}",Temps plein,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-12,343-1192 MAD/jour,employer_2
job_1688,Développeur Fullstack - Poste IT & Développement,Description de l'offre d'emploi 1688 dans le domaine IT & Développement,El Jadida,IT & Développement,"['Azure', 'UI/UX', 'Game Development', 'Mobile Development', 'QA & Testing']","{'Azure': 1, 'UI/UX': 5, 'Game Development': 2, 'Mobile Development': 1, 'QA & Testing': 2}",Contrat,1 mois,"['Anglais', 'Français']",2025-03-13,698-1253 MAD/jour,employer_79
job_1689,Chercheur Clinique - Mission Santé,Description de l'offre d'emploi 1689 dans le domaine Santé,Safi,Santé,"['Gestion Hospitalière', 'Santé Digitale']","{'Gestion Hospitalière': 4, 'Santé Digitale': 4}",Temps partiel,1 mois,"['Anglais', 'Français']",2025-04-13,369-1421 MAD/jour,employer_29
job_1690,Community Manager - Mission Communication,Description de l'offre d'emploi 1690 dans le domaine Communication,Tanger,Communication,"['Stratégie de Communication', 'Event Management']","{'Stratégie de Communication': 2, 'Event Management': 4}",Freelance,1 mois,"['Arabe', 'Français']",2025-04-18,410-879 MAD/jour,employer_99
job_1691,Destination Manager - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 1691 dans le domaine Tourisme & Hôtellerie,Kénitra,Tourisme & Hôtellerie,"['Réservation', 'Gestion Hôtelière', 'Conciergerie', 'Revenue Management', 'CRM Tourisme']","{'Réservation': 5, 'Gestion Hôtelière': 3, 'Conciergerie': 4, 'Revenue Management': 4, 'CRM Tourisme': 5}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-16,408-1080 MAD/jour,employer_10
job_1692,Traducteur - Mission Rédaction & Traduction,Description de l'offre d'emploi 1692 dans le domaine Rédaction & Traduction,Casablanca,Rédaction & Traduction,"['Subtitling', 'English Translation', 'Legal Writing']","{'Subtitling': 5, 'English Translation': 3, 'Legal Writing': 1}",Freelance,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-26,457-805 MAD/jour,employer_91
job_1693,Directeur de Restaurant - Projet Tourisme & Hôtellerie,Description de l'offre d'emploi 1693 dans le domaine Tourisme & Hôtellerie,Nador,Tourisme & Hôtellerie,"['CRM Tourisme', 'Conciergerie']","{'CRM Tourisme': 1, 'Conciergerie': 4}",Mission ponctuelle,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-13,332-935 MAD/jour,employer_29
job_1694,Directeur de Travaux - Poste BTP & Construction,Description de l'offre d'emploi 1694 dans le domaine BTP & Construction,Berrechid,BTP & Construction,"['Architecture', 'Étude de Prix', 'BIM', 'Sécurité Chantier', 'AutoCAD']","{'Architecture': 5, 'Étude de Prix': 3, 'BIM': 4, 'Sécurité Chantier': 3, 'AutoCAD': 2}",Mission ponctuelle,1 semaine,"['Arabe', 'Français']",2025-03-16,460-1090 MAD/jour,employer_60
job_1695,Product Designer - Projet Design & Création,Description de l'offre d'emploi 1695 dans le domaine Design & Création,Khouribga,Design & Création,"['UI Design', 'After Effects', 'Logo Design', 'Branding', 'Product Design']","{'UI Design': 3, 'After Effects': 5, 'Logo Design': 5, 'Branding': 5, 'Product Design': 4}",Temps plein,1 semaine,['Arabe'],2025-03-20,306-1060 MAD/jour,employer_36
job_1696,Juriste Propriété Intellectuelle - Mission Droit & Juridique,Description de l'offre d'emploi 1696 dans le domaine Droit & Juridique,Béni Mellal,Droit & Juridique,"['Arbitrage', 'Droit Immobilier', 'Contentieux']","{'Arbitrage': 1, 'Droit Immobilier': 1, 'Contentieux': 1}",Freelance,1 semaine,"['Arabe', 'Français']",2025-04-09,762-1071 MAD/jour,employer_97
job_1697,Sales Manager - Mission Commerce & Vente,Description de l'offre d'emploi 1697 dans le domaine Commerce & Vente,Tanger,Commerce & Vente,"['Vente B2C', 'Category Management']","{'Vente B2C': 4, 'Category Management': 2}",Temps plein,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-21,362-1051 MAD/jour,employer_25
job_1698,Community Manager - Projet Marketing Digital,Description de l'offre d'emploi 1698 dans le domaine Marketing Digital,Agadir,Marketing Digital,"['Facebook Ads', 'Affiliate Marketing', 'SEM', 'Content Marketing']","{'Facebook Ads': 1, 'Affiliate Marketing': 5, 'SEM': 4, 'Content Marketing': 3}",Freelance,1 semaine,"['Arabe', 'Français']",2025-04-23,775-965 MAD/jour,employer_54
job_1699,Chef de Projet Conseil - Mission Consulting,Description de l'offre d'emploi 1699 dans le domaine Consulting,Agadir,Consulting,"['Lean Management', 'Conseil en Innovation', 'Benchmark', 'Business Analysis', 'Instructional Design', 'MOOC']","{'Lean Management': 1, 'Conseil en Innovation': 4, 'Benchmark': 2, 'Business Analysis': 3, 'Instructional Design': 5, 'MOOC': 5}",Mission ponctuelle,2 semaines,['Arabe'],2025-04-02,799-999 MAD/jour,employer_99
job_1700,Chef de Projet Architecture - Mission Architecture,Description de l'offre d'emploi 1700 dans le domaine Architecture,Marrakech,Architecture,"['SketchUp', 'Architecture Paysagère', 'AutoCAD', 'Rhinoceros 3D', 'Édition Pédagogique', 'Évaluation']","{'SketchUp': 1, 'Architecture Paysagère': 2, 'AutoCAD': 1, 'Rhinoceros 3D': 2, 'Édition Pédagogique': 3, 'Évaluation': 1}",Mission ponctuelle,1 mois,"['Arabe', 'Français']",2025-03-10,452-1219 MAD/jour,employer_58
job_1701,Ingénieur R&D - Poste Ingénierie,Description de l'offre d'emploi 1701 dans le domaine Ingénierie,Marrakech,Ingénierie,"['MATLAB', 'Développement Durable', 'Droit des Contrats']","{'MATLAB': 1, 'Développement Durable': 1, 'Droit des Contrats': 2}",Contrat,3 mois,[],2025-04-09,484-1097 MAD/jour,employer_59
job_1702,Attaché de Presse - Mission Communication,Description de l'offre d'emploi 1702 dans le domaine Communication,Tétouan,Communication,"['Stratégie de Communication', 'Communication Politique', 'Communication Digitale', 'Communication de Crise']","{'Stratégie de Communication': 4, 'Communication Politique': 4, 'Communication Digitale': 2, 'Communication de Crise': 1}",Mission ponctuelle,3 mois,[],2025-02-24,548-1017 MAD/jour,employer_58
job_1703,Security Engineer - Projet IT & Développement,Description de l'offre d'emploi 1703 dans le domaine IT & Développement,Nador,IT & Développement,"['SQL', 'Game Development', 'Blockchain']","{'SQL': 4, 'Game Development': 3, 'Blockchain': 2}",Temps partiel,1 an,"['Arabe', 'Français']",2025-04-13,484-1171 MAD/jour,employer_15
job_1704,Consultant Medical - Projet Santé,Description de l'offre d'emploi 1704 dans le domaine Santé,Berrechid,Santé,"['Télémédecine', 'Dossier Patient', 'Biologie Médicale', 'Pharmacovigilance']","{'Télémédecine': 5, 'Dossier Patient': 1, 'Biologie Médicale': 5, 'Pharmacovigilance': 1}",Temps plein,1 semaine,"['Anglais', 'Français']",2025-03-13,772-904 MAD/jour,employer_77
job_1705,Product Manager - Poste IT & Développement,Description de l'offre d'emploi 1705 dans le domaine IT & Développement,Remote (Maroc),IT & Développement,"['Shopify', 'Kotlin', 'Azure', 'Assurance Qualité']","{'Shopify': 1, 'Kotlin': 4, 'Azure': 4, 'Assurance Qualité': 1}",Freelance,1 semaine,['Français'],2025-04-12,433-1121 MAD/jour,employer_7
job_1706,Key Account Manager - Projet Commerce & Vente,Description de l'offre d'emploi 1706 dans le domaine Commerce & Vente,Taza,Commerce & Vente,"['Vente B2C', 'Négociation', 'CRM', 'RGPD', 'Arbitrage']","{'Vente B2C': 2, 'Négociation': 5, 'CRM': 4, 'RGPD': 3, 'Arbitrage': 2}",Temps partiel,1 semaine,"['Arabe', 'Français']",2025-04-05,738-1459 MAD/jour,employer_16
job_1707,Journaliste - Poste Rédaction & Traduction,Description de l'offre d'emploi 1707 dans le domaine Rédaction & Traduction,Settat,Rédaction & Traduction,"['Editing', 'Journalistic Writing', 'Ghostwriting', 'Transcription']","{'Editing': 2, 'Journalistic Writing': 2, 'Ghostwriting': 1, 'Transcription': 2}",Freelance,1 an,['Français'],2025-03-23,696-966 MAD/jour,employer_17
job_1708,Responsable Communication Digitale - Projet Communication,Description de l'offre d'emploi 1708 dans le domaine Communication,Safi,Communication,"['Communication Corporate', 'Communication Digitale', 'Community Management', 'Recherche Clinique', 'Réglementation Médicale']","{'Communication Corporate': 1, 'Communication Digitale': 3, 'Community Management': 4, 'Recherche Clinique': 3, 'Réglementation Médicale': 4}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-04-20,773-1344 MAD/jour,employer_82
job_1709,Enseignant - Mission Éducation & Formation,Description de l'offre d'emploi 1709 dans le domaine Éducation & Formation,Nador,Éducation & Formation,"[""Sciences de l'Éducation"", 'MOOC', 'Formation Professionnelle', 'Gestion de Formation', 'Qualité Sanitaire']","{""Sciences de l'Éducation"": 4, 'MOOC': 2, 'Formation Professionnelle': 3, 'Gestion de Formation': 4, 'Qualité Sanitaire': 1}",Freelance,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-21,792-1358 MAD/jour,employer_94
job_1710,Directeur de Projet Architectural - Poste Architecture,Description de l'offre d'emploi 1710 dans le domaine Architecture,Nador,Architecture,"['Rhinoceros 3D', 'ArchiCAD', 'AutoCAD', ""Architecture d'Intérieur"", 'Architecture Paysagère']","{'Rhinoceros 3D': 1, 'ArchiCAD': 2, 'AutoCAD': 2, ""Architecture d'Intérieur"": 3, 'Architecture Paysagère': 4}",Freelance,1 semaine,"['Arabe', 'Français']",2025-03-02,429-946 MAD/jour,employer_10
job_1711,DevOps Engineer - Poste IT & Développement,Description de l'offre d'emploi 1711 dans le domaine IT & Développement,Tanger,IT & Développement,"['Kotlin', 'Docker', 'C++', 'Laravel']","{'Kotlin': 5, 'Docker': 2, 'C++': 3, 'Laravel': 5}",Mission ponctuelle,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-21,667-1359 MAD/jour,employer_5
job_1712,Consultant RH - Poste Consulting,Description de l'offre d'emploi 1712 dans le domaine Consulting,Béni Mellal,Consulting,"['Lean Management', 'Benchmark', 'Process Optimization', 'KPI']","{'Lean Management': 5, 'Benchmark': 1, 'Process Optimization': 5, 'KPI': 2}",Freelance,6 mois,"['Anglais', 'Arabe', 'Français']",2025-03-02,519-859 MAD/jour,employer_29
job_1713,Talent Acquisition Manager - Mission Ressources Humaines,Description de l'offre d'emploi 1713 dans le domaine Ressources Humaines,Rabat,Ressources Humaines,"['Mobilité Interne', 'Gestion des Compétences', 'Développement RH', 'Gestion des Talents', 'Management RH', 'Rénovation']","{'Mobilité Interne': 4, 'Gestion des Compétences': 1, 'Développement RH': 3, 'Gestion des Talents': 1, 'Management RH': 1, 'Rénovation': 5}",Mission ponctuelle,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-14,555-1347 MAD/jour,employer_99
job_1714,Responsable RP - Projet Communication,Description de l'offre d'emploi 1714 dans le domaine Communication,Tétouan,Communication,"['Communication Politique', 'Communication de Crise', 'Relations Sociales', 'Recrutement']","{'Communication Politique': 2, 'Communication de Crise': 3, 'Relations Sociales': 4, 'Recrutement': 1}",Freelance,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-31,377-939 MAD/jour,employer_84
job_1715,Commercial B2B - Poste Commerce & Vente,Description de l'offre d'emploi 1715 dans le domaine Commerce & Vente,Kénitra,Commerce & Vente,"['E-commerce', 'Export', 'Business Development', 'Négociation', 'Vente B2C']","{'E-commerce': 5, 'Export': 2, 'Business Development': 5, 'Négociation': 2, 'Vente B2C': 3}",Mission ponctuelle,3 mois,"['Arabe', 'Français']",2025-04-21,526-867 MAD/jour,employer_75
job_1716,Ingénieur Projet - Poste Ingénierie,Description de l'offre d'emploi 1716 dans le domaine Ingénierie,Fès,Ingénierie,"['Simulation', 'Génie Industriel', 'Conception Technique', 'AutoCAD', 'Génie Électrique', 'Études de Marché']","{'Simulation': 2, 'Génie Industriel': 3, 'Conception Technique': 2, 'AutoCAD': 5, 'Génie Électrique': 4, 'Études de Marché': 3}",Temps plein,1 semaine,"['Arabe', 'Français']",2025-03-26,496-1194 MAD/jour,employer_0
job_1717,Credit Manager - Projet Finance & Comptabilité,Description de l'offre d'emploi 1717 dans le domaine Finance & Comptabilité,Settat,Finance & Comptabilité,"['Contrôle de Gestion', 'IFRS', 'Conception Technique']","{'Contrôle de Gestion': 3, 'IFRS': 4, 'Conception Technique': 5}",Temps plein,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-21,424-995 MAD/jour,employer_39
job_1718,Responsable Événementiel - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 1718 dans le domaine Tourisme & Hôtellerie,Safi,Tourisme & Hôtellerie,"['Revenue Management', 'Hospitality Management', 'Conciergerie']","{'Revenue Management': 2, 'Hospitality Management': 2, 'Conciergerie': 1}",Freelance,6 mois,"['Anglais', 'Arabe', 'Français']",2025-03-07,346-1003 MAD/jour,employer_49
job_1719,Manager Consulting - Mission Consulting,Description de l'offre d'emploi 1719 dans le domaine Consulting,Nador,Consulting,"['Transformation Digitale', 'Due Diligence', 'KPI', 'Conseil en Organisation']","{'Transformation Digitale': 1, 'Due Diligence': 4, 'KPI': 2, 'Conseil en Organisation': 5}",Temps partiel,6 mois,"['Arabe', 'Français']",2025-03-24,353-1022 MAD/jour,employer_8
job_1720,Logo Designer - Poste Design & Création,Description de l'offre d'emploi 1720 dans le domaine Design & Création,Agadir,Design & Création,"['Branding', 'Figma', 'Motion Design', 'Illustrator']","{'Branding': 2, 'Figma': 3, 'Motion Design': 2, 'Illustrator': 1}",Mission ponctuelle,6 mois,"['Arabe', 'Français']",2025-03-08,701-972 MAD/jour,employer_75
job_1721,Journaliste - Projet Rédaction & Traduction,Description de l'offre d'emploi 1721 dans le domaine Rédaction & Traduction,Tétouan,Rédaction & Traduction,"['English Translation', 'Transcription', 'Content Writing', 'Arabic Translation']","{'English Translation': 3, 'Transcription': 2, 'Content Writing': 2, 'Arabic Translation': 2}",Temps partiel,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-02-25,656-1082 MAD/jour,employer_37
job_1722,Legal Counsel - Poste Droit & Juridique,Description de l'offre d'emploi 1722 dans le domaine Droit & Juridique,Remote (Maroc),Droit & Juridique,"['Droit du Travail', 'Droit Commercial', 'Droit des Contrats']","{'Droit du Travail': 1, 'Droit Commercial': 1, 'Droit des Contrats': 3}",Contrat,1 an,[],2025-03-08,326-1353 MAD/jour,employer_88
job_1723,Web Designer - Projet Design & Création,Description de l'offre d'emploi 1723 dans le domaine Design & Création,Meknès,Design & Création,"['Figma', 'XD', 'Sketch', 'Web Design', 'Packaging Design']","{'Figma': 1, 'XD': 4, 'Sketch': 2, 'Web Design': 5, 'Packaging Design': 3}",Contrat,3 mois,"['Anglais', 'Arabe']",2025-03-25,755-1406 MAD/jour,employer_36
job_1724,Creative Director - Mission Design & Création,Description de l'offre d'emploi 1724 dans le domaine Design & Création,Casablanca,Design & Création,"['Photoshop', 'Packaging Design', 'UX Design', 'Logo Design', 'Sage', 'IFRS']","{'Photoshop': 2, 'Packaging Design': 4, 'UX Design': 5, 'Logo Design': 1, 'Sage': 1, 'IFRS': 5}",Temps plein,3 mois,['Anglais'],2025-04-12,451-836 MAD/jour,employer_75
job_1725,Architecte d'Intérieur - Projet Architecture,Description de l'offre d'emploi 1725 dans le domaine Architecture,Tétouan,Architecture,"['Design Durable', 'Rendu 3D', 'Rénovation', 'Media Planning']","{'Design Durable': 2, 'Rendu 3D': 4, 'Rénovation': 1, 'Media Planning': 5}",Temps partiel,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-26,571-1313 MAD/jour,employer_40
job_1726,Email Marketing Specialist - Projet Marketing Digital,Description de l'offre d'emploi 1726 dans le domaine Marketing Digital,El Jadida,Marketing Digital,"['TikTok Ads', 'Marketing Automation']","{'TikTok Ads': 2, 'Marketing Automation': 2}",Temps plein,1 semaine,['Arabe'],2025-04-13,416-971 MAD/jour,employer_72
job_1727,QA Engineer - Projet IT & Développement,Description de l'offre d'emploi 1727 dans le domaine IT & Développement,Taza,IT & Développement,"['SQL', 'React']","{'SQL': 3, 'React': 5}",Temps partiel,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-04-19,743-970 MAD/jour,employer_10
job_1728,Commercial B2C - Poste Commerce & Vente,Description de l'offre d'emploi 1728 dans le domaine Commerce & Vente,Safi,Commerce & Vente,"['Vente B2C', 'E-commerce']","{'Vente B2C': 1, 'E-commerce': 5}",Mission ponctuelle,1 an,"['Anglais', 'Arabe']",2025-03-02,415-1150 MAD/jour,employer_50
job_1729,Concepteur-Rédacteur - Mission Rédaction & Traduction,Description de l'offre d'emploi 1729 dans le domaine Rédaction & Traduction,Tétouan,Rédaction & Traduction,"['Content Writing', 'Copywriting', 'SEO Writing', 'Academic Writing']","{'Content Writing': 2, 'Copywriting': 5, 'SEO Writing': 4, 'Academic Writing': 1}",Contrat,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-09,308-1292 MAD/jour,employer_32
job_1730,Chef de Réception - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 1730 dans le domaine Tourisme & Hôtellerie,El Jadida,Tourisme & Hôtellerie,"['Marketing Touristique', 'Gestion de Destination', 'Hospitality Management', 'Réglementation Médicale', 'Recherche Clinique']","{'Marketing Touristique': 5, 'Gestion de Destination': 1, 'Hospitality Management': 4, 'Réglementation Médicale': 1, 'Recherche Clinique': 1}",Mission ponctuelle,3 mois,"['Arabe', 'Français']",2025-04-23,683-874 MAD/jour,employer_44
job_1731,Directeur Technique - Poste Ingénierie,Description de l'offre d'emploi 1731 dans le domaine Ingénierie,Tétouan,Ingénierie,"['Génie Électrique', 'Assurance Qualité', 'AutoCAD', 'Gestion de Projet']","{'Génie Électrique': 3, 'Assurance Qualité': 1, 'AutoCAD': 4, 'Gestion de Projet': 4}",Contrat,3 mois,"['Anglais', 'Français']",2025-03-26,698-1153 MAD/jour,employer_82
job_1732,3D Artist - Mission Design & Création,Description de l'offre d'emploi 1732 dans le domaine Design & Création,Fès,Design & Création,"['XD', 'Premiere Pro', 'UX Design', 'Sketch', 'Typography']","{'XD': 5, 'Premiere Pro': 3, 'UX Design': 1, 'Sketch': 1, 'Typography': 2}",Freelance,2 semaines,"['Arabe', 'Français']",2025-03-29,681-1439 MAD/jour,employer_67
job_1733,Account Manager - Poste Commerce & Vente,Description de l'offre d'emploi 1733 dans le domaine Commerce & Vente,Tanger,Commerce & Vente,"['Category Management', 'Business Development']","{'Category Management': 1, 'Business Development': 3}",Temps plein,6 mois,"['Arabe', 'Français']",2025-03-26,693-1078 MAD/jour,employer_51
job_1734,Category Manager - Poste Commerce & Vente,Description de l'offre d'emploi 1734 dans le domaine Commerce & Vente,Khouribga,Commerce & Vente,"['CRM', 'Sales Development', 'Business Development']","{'CRM': 2, 'Sales Development': 5, 'Business Development': 4}",Mission ponctuelle,1 semaine,['Arabe'],2025-04-10,559-1377 MAD/jour,employer_14
job_1735,Développeur Fullstack - Poste IT & Développement,Description de l'offre d'emploi 1735 dans le domaine IT & Développement,Remote (Maroc),IT & Développement,"['QA & Testing', 'Azure', 'Réglementation Médicale']","{'QA & Testing': 3, 'Azure': 1, 'Réglementation Médicale': 1}",Temps plein,6 mois,"['Anglais', 'Arabe']",2025-04-04,533-1369 MAD/jour,employer_71
job_1736,Analyste Financier - Mission Finance & Comptabilité,Description de l'offre d'emploi 1736 dans le domaine Finance & Comptabilité,Rabat,Finance & Comptabilité,"['Contrôle de Gestion', 'Analyse Financière', 'Comptabilité Générale', 'ERP Finance']","{'Contrôle de Gestion': 4, 'Analyse Financière': 3, 'Comptabilité Générale': 2, 'ERP Finance': 1}",Temps partiel,1 mois,['Arabe'],2025-03-07,508-1037 MAD/jour,employer_60
job_1737,UI Designer - Poste Design & Création,Description de l'offre d'emploi 1737 dans le domaine Design & Création,Agadir,Design & Création,"['Product Design', 'Illustrator', '3D Modeling', 'Premiere Pro', 'Illustration', 'Merchandising', 'Sales Enablement']","{'Product Design': 4, 'Illustrator': 4, '3D Modeling': 5, 'Premiere Pro': 4, 'Illustration': 3, 'Merchandising': 5, 'Sales Enablement': 3}",Mission ponctuelle,3 mois,"['Anglais', 'Français']",2025-04-19,796-1415 MAD/jour,employer_67
job_1738,Ingénieur Industriel - Poste Ingénierie,Description de l'offre d'emploi 1738 dans le domaine Ingénierie,Tanger,Ingénierie,"['Assurance Qualité', 'Génie Civil', 'Gestion de Projet']","{'Assurance Qualité': 4, 'Génie Civil': 5, 'Gestion de Projet': 2}",Mission ponctuelle,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-03,741-1114 MAD/jour,employer_13
job_1739,Consultant Change Management - Poste Consulting,Description de l'offre d'emploi 1739 dans le domaine Consulting,Tétouan,Consulting,"['Benchmark', ""Stratégie d'Entreprise"", 'Change Management', 'Conseil en Organisation', 'Études de Marché']","{'Benchmark': 5, ""Stratégie d'Entreprise"": 5, 'Change Management': 2, 'Conseil en Organisation': 3, 'Études de Marché': 5}",Temps plein,6 mois,"['Anglais', 'Arabe', 'Français']",2025-04-02,447-926 MAD/jour,employer_80
job_1740,Responsable Commercial - Mission Commerce & Vente,Description de l'offre d'emploi 1740 dans le domaine Commerce & Vente,El Jadida,Commerce & Vente,"['Field Sales', 'Business Development', 'Medical Writing', 'Pharmacovigilance']","{'Field Sales': 5, 'Business Development': 5, 'Medical Writing': 2, 'Pharmacovigilance': 3}",Temps plein,1 mois,"['Anglais', 'Arabe']",2025-03-28,767-1169 MAD/jour,employer_77
job_1741,Chargé de Recrutement - Poste Ressources Humaines,Description de l'offre d'emploi 1741 dans le domaine Ressources Humaines,Safi,Ressources Humaines,"['SIRH', 'Recrutement', 'Assessment', 'Management RH']","{'SIRH': 2, 'Recrutement': 2, 'Assessment': 1, 'Management RH': 5}",Temps partiel,1 semaine,['Français'],2025-04-04,640-1323 MAD/jour,employer_92
job_1742,Attaché de Presse - Projet Communication,Description de l'offre d'emploi 1742 dans le domaine Communication,Taza,Communication,"['Stratégie de Communication', 'Communication Corporate', 'Media Planning', 'Communication Politique']","{'Stratégie de Communication': 4, 'Communication Corporate': 4, 'Media Planning': 1, 'Communication Politique': 5}",Freelance,6 mois,"['Arabe', 'Français']",2025-03-26,681-1136 MAD/jour,employer_85
job_1743,Responsable Bureau d'Études - Mission Architecture,Description de l'offre d'emploi 1743 dans le domaine Architecture,Berrechid,Architecture,"['Revit', 'Aménagement Urbain', 'Design Durable', 'Rhinoceros 3D', 'SketchUp']","{'Revit': 1, 'Aménagement Urbain': 5, 'Design Durable': 4, 'Rhinoceros 3D': 3, 'SketchUp': 5}",Temps partiel,1 mois,['Arabe'],2025-02-24,540-1066 MAD/jour,employer_85
job_1744,Commercial B2B - Poste Commerce & Vente,Description de l'offre d'emploi 1744 dans le domaine Commerce & Vente,Meknès,Commerce & Vente,"['Retail', 'CRM']","{'Retail': 5, 'CRM': 3}",Temps plein,3 mois,"['Anglais', 'Arabe']",2025-02-23,698-1471 MAD/jour,employer_91
job_1745,Chercheur Clinique - Poste Santé,Description de l'offre d'emploi 1745 dans le domaine Santé,Kénitra,Santé,"['Recherche Clinique', 'Santé Publique', 'Biologie Médicale', 'Réglementation Médicale', 'Dossier Patient']","{'Recherche Clinique': 4, 'Santé Publique': 3, 'Biologie Médicale': 5, 'Réglementation Médicale': 5, 'Dossier Patient': 4}",Mission ponctuelle,3 mois,['Français'],2025-03-17,773-1054 MAD/jour,employer_69
job_1746,Concepteur Pédagogique - Projet Éducation & Formation,Description de l'offre d'emploi 1746 dans le domaine Éducation & Formation,Taza,Éducation & Formation,"['Coaching', 'E-learning', 'Édition Pédagogique']","{'Coaching': 1, 'E-learning': 2, 'Édition Pédagogique': 2}",Temps partiel,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-15,328-1241 MAD/jour,employer_88
job_1747,Analytics Manager - Projet Marketing Digital,Description de l'offre d'emploi 1747 dans le domaine Marketing Digital,Tétouan,Marketing Digital,"['SMM', 'Growth Hacking', 'Marketing Automation']","{'SMM': 3, 'Growth Hacking': 4, 'Marketing Automation': 4}",Temps partiel,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-02,316-1462 MAD/jour,employer_7
job_1748,Digital Marketer - Poste Marketing Digital,Description de l'offre d'emploi 1748 dans le domaine Marketing Digital,Remote (Maroc),Marketing Digital,"['SMM', 'Affiliate Marketing']","{'SMM': 4, 'Affiliate Marketing': 1}",Mission ponctuelle,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-05,496-1348 MAD/jour,employer_71
job_1749,Chef de Chantier - Projet BTP & Construction,Description de l'offre d'emploi 1749 dans le domaine BTP & Construction,Oujda,BTP & Construction,"['Génie Civil', 'Gestion de Chantier']","{'Génie Civil': 2, 'Gestion de Chantier': 2}",Contrat,1 mois,[],2025-03-30,458-1146 MAD/jour,employer_4
